timestamp_hour,instance_type,instance_count,gpu_utilization,instance_hourly_rate
2025-11-04 23:00:00.000000 UTC,g2-standard-32,109,0.657926337,1.735737348
2025-11-05 00:00:00.000000 UTC,g2-standard-32,109,0.574946048,1.735737348
2025-11-05 00:00:00.000000 UTC,g2-standard-24,21,0.875921896,2.002202737
2025-11-05 01:00:00.000000 UTC,g2-standard-24,21,0.777481728,2.002202737
2025-11-05 01:00:00.000000 UTC,g2-standard-32,109,0.437578014,1.735737348
2025-11-05 02:00:00.000000 UTC,g2-standard-24,26,0.841959087,2.002202737
2025-11-05 02:00:00.000000 UTC,g2-standard-32,115,0.414880028,1.735737348
2025-11-05 03:00:00.000000 UTC,g2-standard-32,115,0.862377515,1.735737348
2025-11-05 03:00:00.000000 UTC,g2-standard-24,26,0.505816987,2.002202737
2025-11-05 04:00:00.000000 UTC,g2-standard-24,26,0.676307591,2.002202737
2025-11-05 04:00:00.000000 UTC,g2-standard-32,115,0.802729942,1.735737348
2025-11-05 05:00:00.000000 UTC,g2-standard-32,115,0.747628521,1.735737348
2025-11-05 05:00:00.000000 UTC,g2-standard-24,26,0.994863047,2.002202737
2025-11-05 06:00:00.000000 UTC,g2-standard-32,115,0.417053029,1.735737348
2025-11-05 06:00:00.000000 UTC,g2-standard-24,26,0.848278476,2.002202737
2025-11-05 07:00:00.000000 UTC,g2-standard-32,115,0.53704213,1.735737348
2025-11-05 07:00:00.000000 UTC,g2-standard-24,26,0.872684194,2.002202737
2025-11-05 08:00:00.000000 UTC,g2-standard-24,26,0.736165981,2.002202737
2025-11-05 08:00:00.000000 UTC,g2-standard-32,115,0.444930061,1.735737348
2025-11-05 09:00:00.000000 UTC,g2-standard-32,115,0.51358299,1.735737348
2025-11-05 09:00:00.000000 UTC,g2-standard-24,26,0.990330889,2.002202737
2025-11-05 10:00:00.000000 UTC,g2-standard-32,115,0.447812946,1.735737348
2025-11-05 10:00:00.000000 UTC,g2-standard-24,26,0.95361111,2.002202737
2025-11-05 11:00:00.000000 UTC,g2-standard-24,26,0.568989332,2.002202737
2025-11-05 11:00:00.000000 UTC,g2-standard-32,115,0.963652131,1.735737348
2025-11-05 12:00:00.000000 UTC,g2-standard-24,26,0.401603196,2.002202737
2025-11-05 12:00:00.000000 UTC,g2-standard-32,115,0.660121607,1.735737348
2025-11-05 13:00:00.000000 UTC,g2-standard-24,26,0.594849003,2.002202737
2025-11-05 13:00:00.000000 UTC,g2-standard-32,115,0.627654582,1.735737348
2025-11-05 14:00:00.000000 UTC,g2-standard-24,26,0.835898846,2.002202737
2025-11-05 14:00:00.000000 UTC,g2-standard-32,115,0.77416498,1.735737348
2025-11-05 15:00:00.000000 UTC,g2-standard-24,26,0.466011349,2.002202737
2025-11-05 15:00:00.000000 UTC,g2-standard-32,115,0.420140968,1.735737348
2025-11-05 16:00:00.000000 UTC,g2-standard-32,115,0.731963768,1.735737348
2025-11-05 16:00:00.000000 UTC,g2-standard-24,26,0.830906728,2.002202737
2025-11-05 17:00:00.000000 UTC,g2-standard-32,115,0.703024545,1.735737348
2025-11-05 17:00:00.000000 UTC,g2-standard-24,26,0.400201256,2.002202737
2025-11-05 18:00:00.000000 UTC,g2-standard-32,115,0.722423638,1.735737348
2025-11-05 18:00:00.000000 UTC,g2-standard-24,26,0.660355632,2.002202737
2025-11-05 19:00:00.000000 UTC,g2-standard-24,26,0.984383426,2.002202737
2025-11-05 19:00:00.000000 UTC,g2-standard-32,115,0.591100808,1.735737348
2025-11-05 20:00:00.000000 UTC,g2-standard-24,26,0.689962517,2.002202737
2025-11-05 20:00:00.000000 UTC,g2-standard-32,115,0.872545122,1.735737348
2025-11-05 21:00:00.000000 UTC,g2-standard-24,26,0.594173571,2.002202737
2025-11-05 21:00:00.000000 UTC,g2-standard-32,115,0.484055674,1.735737348
2025-11-05 22:00:00.000000 UTC,g2-standard-32,115,0.678862591,1.735737348
2025-11-05 22:00:00.000000 UTC,g2-standard-24,26,0.645457286,2.002202737
2025-11-05 23:00:00.000000 UTC,g2-standard-32,115,0.906515925,1.735737348
2025-11-05 23:00:00.000000 UTC,g2-standard-24,26,0.623501357,2.002202737
2025-11-06 00:00:00.000000 UTC,g2-standard-32,115,0.661192039,1.735737348
2025-11-06 00:00:00.000000 UTC,g2-standard-24,26,0.542800189,2.002202737
2025-11-06 01:00:00.000000 UTC,g2-standard-24,26,0.764916383,2.002202737
2025-11-06 01:00:00.000000 UTC,g2-standard-32,115,0.84420336,1.735737348
2025-11-06 02:00:00.000000 UTC,g2-standard-24,26,0.999036327,2.002202737
2025-11-06 02:00:00.000000 UTC,g2-standard-32,115,0.891951477,1.735737348
2025-11-06 03:00:00.000000 UTC,g2-standard-24,26,0.520815529,2.002202737
2025-11-06 03:00:00.000000 UTC,g2-standard-32,114,0.836435642,1.735737348
2025-11-06 04:00:00.000000 UTC,g2-standard-24,26,0.95928771,2.002202737
2025-11-06 04:00:00.000000 UTC,g2-standard-32,114,0.518270408,1.735737348
2025-11-06 05:00:00.000000 UTC,g2-standard-24,26,0.590332387,2.002202737
2025-11-06 05:00:00.000000 UTC,g2-standard-32,114,0.6871659,1.735737348
2025-11-06 06:00:00.000000 UTC,g2-standard-24,26,0.43410711,2.002202737
2025-11-06 06:00:00.000000 UTC,g2-standard-32,114,0.812900584,1.735737348
2025-11-06 07:00:00.000000 UTC,g2-standard-24,26,0.477168722,2.002202737
2025-11-06 07:00:00.000000 UTC,g2-standard-32,114,0.416061621,1.735737348
2025-11-06 08:00:00.000000 UTC,g2-standard-24,26,0.860902394,2.002202737
2025-11-06 08:00:00.000000 UTC,g2-standard-32,114,0.514385461,1.735737348
2025-11-06 09:00:00.000000 UTC,g2-standard-32,114,0.738359937,1.735737348
2025-11-06 09:00:00.000000 UTC,g2-standard-24,26,0.963626204,2.002202737
2025-11-06 10:00:00.000000 UTC,g2-standard-24,26,0.739811568,2.002202737
2025-11-06 10:00:00.000000 UTC,g2-standard-32,114,0.767458548,1.735737348
2025-11-06 11:00:00.000000 UTC,g2-standard-24,26,0.82641141,2.002202737
2025-11-06 11:00:00.000000 UTC,g2-standard-32,114,0.496280713,1.735737348
2025-11-06 12:00:00.000000 UTC,g2-standard-24,26,0.698850743,2.002202737
2025-11-06 12:00:00.000000 UTC,g2-standard-32,114,0.449780519,1.735737348
2025-11-06 13:00:00.000000 UTC,g2-standard-24,26,0.99480839,2.002202737
2025-11-06 13:00:00.000000 UTC,g2-standard-32,114,0.707329631,1.735737348
2025-11-06 14:00:00.000000 UTC,g2-standard-24,26,0.687093741,2.002202737
2025-11-06 14:00:00.000000 UTC,g2-standard-32,114,0.568142942,1.735737348
2025-11-06 15:00:00.000000 UTC,g2-standard-24,26,0.803903724,2.002202737
2025-11-06 15:00:00.000000 UTC,g2-standard-32,114,0.624125354,1.735737348
2025-11-06 16:00:00.000000 UTC,g2-standard-24,26,0.867988017,2.002202737
2025-11-06 16:00:00.000000 UTC,g2-standard-32,114,0.60105161,1.735737348
2025-11-06 17:00:00.000000 UTC,g2-standard-32,114,0.753354946,1.735737348
2025-11-06 17:00:00.000000 UTC,g2-standard-24,26,0.734124049,2.002202737
2025-11-06 18:00:00.000000 UTC,g2-standard-32,114,0.432949628,1.735737348
2025-11-06 18:00:00.000000 UTC,g2-standard-24,26,0.967726912,2.002202737
2025-11-06 19:00:00.000000 UTC,g2-standard-24,26,0.587224189,2.002202737
2025-11-06 19:00:00.000000 UTC,g2-standard-32,114,0.946670285,1.735737348
2025-11-06 20:00:00.000000 UTC,g2-standard-24,26,0.839327224,2.002202737
2025-11-06 20:00:00.000000 UTC,g2-standard-32,114,0.637527252,1.735737348
2025-11-06 21:00:00.000000 UTC,g2-standard-24,26,0.61375492,2.002202737
2025-11-06 21:00:00.000000 UTC,g2-standard-32,114,0.474914273,1.735737348
2025-11-06 22:00:00.000000 UTC,g2-standard-24,26,0.863586781,2.002202737
2025-11-06 22:00:00.000000 UTC,g2-standard-32,114,0.846633718,1.735737348
2025-11-06 23:00:00.000000 UTC,g2-standard-24,26,0.968390047,2.002202737
2025-11-06 23:00:00.000000 UTC,g2-standard-32,114,0.653246784,1.735737348
2025-11-07 00:00:00.000000 UTC,g2-standard-32,114,0.991412923,1.735737348
2025-11-07 00:00:00.000000 UTC,g2-standard-24,26,0.730099593,2.002202737
2025-11-07 01:00:00.000000 UTC,g2-standard-24,26,0.668987554,2.002202737
2025-11-07 01:00:00.000000 UTC,g2-standard-32,114,0.772850306,1.735737348
2025-11-07 02:00:00.000000 UTC,g2-standard-32,114,0.837530395,1.735737348
2025-11-07 02:00:00.000000 UTC,g2-standard-24,26,0.506370711,2.002202737
2025-11-07 03:00:00.000000 UTC,g2-standard-24,22,0.624231723,2.002202737
2025-11-07 03:00:00.000000 UTC,g2-standard-32,111,0.689227712,1.735737348
2025-11-07 04:00:00.000000 UTC,g2-standard-32,111,0.788997089,1.735737348
2025-11-07 04:00:00.000000 UTC,g2-standard-24,22,0.807936153,2.002202737
2025-11-07 05:00:00.000000 UTC,g2-standard-24,22,0.724356179,2.002202737
2025-11-07 05:00:00.000000 UTC,g2-standard-32,111,0.774044302,1.735737348
2025-11-07 06:00:00.000000 UTC,g2-standard-24,22,0.904509121,2.002202737
2025-11-07 06:00:00.000000 UTC,g2-standard-32,111,0.580434522,1.735737348
2025-11-07 07:00:00.000000 UTC,g2-standard-32,111,0.724393614,1.735737348
2025-11-07 07:00:00.000000 UTC,g2-standard-24,22,0.443284306,2.002202737
2025-11-07 08:00:00.000000 UTC,g2-standard-24,22,0.573156816,2.002202737
2025-11-07 08:00:00.000000 UTC,g2-standard-32,111,0.611842565,1.735737348
2025-11-07 09:00:00.000000 UTC,g2-standard-32,111,0.913378657,1.735737348
2025-11-07 09:00:00.000000 UTC,g2-standard-24,22,0.577880594,2.002202737
2025-11-07 10:00:00.000000 UTC,g2-standard-32,111,0.594075508,1.735737348
2025-11-07 10:00:00.000000 UTC,g2-standard-24,22,0.653286118,2.002202737
2025-11-07 11:00:00.000000 UTC,g2-standard-24,22,0.626638476,2.002202737
2025-11-07 11:00:00.000000 UTC,g2-standard-32,111,0.756709494,1.735737348
2025-11-07 12:00:00.000000 UTC,g2-standard-32,111,0.423173535,1.735737348
2025-11-07 12:00:00.000000 UTC,g2-standard-24,22,0.933692993,2.002202737
2025-11-07 13:00:00.000000 UTC,g2-standard-24,22,0.462807471,2.002202737
2025-11-07 13:00:00.000000 UTC,g2-standard-32,111,0.513481109,1.735737348
2025-11-07 14:00:00.000000 UTC,g2-standard-24,22,0.817515856,2.002202737
2025-11-07 14:00:00.000000 UTC,g2-standard-32,111,0.754215729,1.735737348
2025-11-07 15:00:00.000000 UTC,g2-standard-24,22,0.405145673,2.002202737
2025-11-07 15:00:00.000000 UTC,g2-standard-32,111,0.461806353,1.735737348
2025-11-07 16:00:00.000000 UTC,g2-standard-24,22,0.748541225,2.002202737
2025-11-07 16:00:00.000000 UTC,g2-standard-32,111,0.672242235,1.735737348
2025-11-07 17:00:00.000000 UTC,g2-standard-24,22,0.931823873,2.002202737
2025-11-07 17:00:00.000000 UTC,g2-standard-32,111,0.986236598,1.735737348
2025-11-07 18:00:00.000000 UTC,g2-standard-24,22,0.478523597,2.002202737
2025-11-07 18:00:00.000000 UTC,g2-standard-32,111,0.861674005,1.735737348
2025-11-07 19:00:00.000000 UTC,g2-standard-24,22,0.958578098,2.002202737
2025-11-07 19:00:00.000000 UTC,g2-standard-32,111,0.968810626,1.735737348
2025-11-07 20:00:00.000000 UTC,g2-standard-32,111,0.937651808,1.735737348
2025-11-07 20:00:00.000000 UTC,g2-standard-24,22,0.548369302,2.002202737
2025-11-07 21:00:00.000000 UTC,g2-standard-24,22,0.447272686,2.002202737
2025-11-07 21:00:00.000000 UTC,g2-standard-32,111,0.752800036,1.735737348
2025-11-07 22:00:00.000000 UTC,g2-standard-32,111,0.900869881,1.735737348
2025-11-07 22:00:00.000000 UTC,g2-standard-24,22,0.496559678,2.002202737
2025-11-07 23:00:00.000000 UTC,g2-standard-32,111,0.915885529,1.735737348
2025-11-07 23:00:00.000000 UTC,g2-standard-24,22,0.624219142,2.002202737
2025-11-08 00:00:00.000000 UTC,g2-standard-24,22,0.738935848,2.002202737
2025-11-08 00:00:00.000000 UTC,g2-standard-32,111,0.43964181,1.735737348
2025-11-08 01:00:00.000000 UTC,g2-standard-24,22,0.445571647,2.002202737
2025-11-08 01:00:00.000000 UTC,g2-standard-32,111,0.531512993,1.735737348
2025-11-08 02:00:00.000000 UTC,g2-standard-32,111,0.927298037,1.735737348
2025-11-08 02:00:00.000000 UTC,g2-standard-24,22,0.59539004,2.002202737
2025-11-08 03:00:00.000000 UTC,g2-standard-32,49,0.575077596,1.735737348
2025-11-08 03:00:00.000000 UTC,g2-standard-24,10,0.498296934,2.002202737
2025-11-08 04:00:00.000000 UTC,g2-standard-32,49,0.464072678,1.735737348
2025-11-08 04:00:00.000000 UTC,g2-standard-24,10,0.973633629,2.002202737
2025-11-08 05:00:00.000000 UTC,g2-standard-32,49,0.568264527,1.735737348
2025-11-08 05:00:00.000000 UTC,g2-standard-24,10,0.710099236,2.002202737
2025-11-08 06:00:00.000000 UTC,g2-standard-24,10,0.729209049,2.002202737
2025-11-08 06:00:00.000000 UTC,g2-standard-32,49,0.580236694,1.735737348
2025-11-08 07:00:00.000000 UTC,g2-standard-24,10,0.58928444,2.002202737
2025-11-08 07:00:00.000000 UTC,g2-standard-32,49,0.94926105,1.735737348
2025-11-08 08:00:00.000000 UTC,g2-standard-24,10,0.652171126,2.002202737
2025-11-08 08:00:00.000000 UTC,g2-standard-32,49,0.587253933,1.735737348
2025-11-08 09:00:00.000000 UTC,g2-standard-32,49,0.405928938,1.735737348
2025-11-08 09:00:00.000000 UTC,g2-standard-24,10,0.425674673,2.002202737
2025-11-08 10:00:00.000000 UTC,g2-standard-24,10,0.777158517,2.002202737
2025-11-08 10:00:00.000000 UTC,g2-standard-32,49,0.445756944,1.735737348
2025-11-08 11:00:00.000000 UTC,g2-standard-24,10,0.544829767,2.002202737
2025-11-08 11:00:00.000000 UTC,g2-standard-32,49,0.619063706,1.735737348
2025-11-08 12:00:00.000000 UTC,g2-standard-32,49,0.514172573,1.735737348
2025-11-08 12:00:00.000000 UTC,g2-standard-24,10,0.978669872,2.002202737
2025-11-08 13:00:00.000000 UTC,g2-standard-24,10,0.848579408,2.002202737
2025-11-08 13:00:00.000000 UTC,g2-standard-32,49,0.462960107,1.735737348
2025-11-08 14:00:00.000000 UTC,g2-standard-24,10,0.749746823,2.002202737
2025-11-08 14:00:00.000000 UTC,g2-standard-32,49,0.810572046,1.735737348
2025-11-08 15:00:00.000000 UTC,g2-standard-24,10,0.974609162,2.002202737
2025-11-08 15:00:00.000000 UTC,g2-standard-32,49,0.959141412,1.735737348
2025-11-08 16:00:00.000000 UTC,g2-standard-24,10,0.562846879,2.002202737
2025-11-08 16:00:00.000000 UTC,g2-standard-32,49,0.480372389,1.735737348
2025-11-08 17:00:00.000000 UTC,g2-standard-32,49,0.556621562,1.735737348
2025-11-08 17:00:00.000000 UTC,g2-standard-24,10,0.612207223,2.002202737
2025-11-08 18:00:00.000000 UTC,g2-standard-32,49,0.894864124,1.735737348
2025-11-08 18:00:00.000000 UTC,g2-standard-24,10,0.778543419,2.002202737
2025-11-08 19:00:00.000000 UTC,g2-standard-32,49,0.742396981,1.735737348
2025-11-08 19:00:00.000000 UTC,g2-standard-24,10,0.473921737,2.002202737
2025-11-08 20:00:00.000000 UTC,g2-standard-32,49,0.559109258,1.735737348
2025-11-08 20:00:00.000000 UTC,g2-standard-24,10,0.677786465,2.002202737
2025-11-08 21:00:00.000000 UTC,g2-standard-32,49,0.802979268,1.735737348
2025-11-08 21:00:00.000000 UTC,g2-standard-24,10,0.475258518,2.002202737
2025-11-08 22:00:00.000000 UTC,g2-standard-24,10,0.676641021,2.002202737
2025-11-08 22:00:00.000000 UTC,g2-standard-32,49,0.690820947,1.735737348
2025-11-08 23:00:00.000000 UTC,g2-standard-24,10,0.504357275,2.002202737
2025-11-08 23:00:00.000000 UTC,g2-standard-32,49,0.574719133,1.735737348
2025-11-09 00:00:00.000000 UTC,g2-standard-24,10,0.95387809,2.002202737
2025-11-09 00:00:00.000000 UTC,g2-standard-32,49,0.592015667,1.735737348
2025-11-09 01:00:00.000000 UTC,g2-standard-24,10,0.646175345,2.002202737
2025-11-09 01:00:00.000000 UTC,g2-standard-32,49,0.742846302,1.735737348
2025-11-09 02:00:00.000000 UTC,g2-standard-24,16,0.832872563,2.002202737
2025-11-09 02:00:00.000000 UTC,g2-standard-32,52,0.603544611,1.735737348
2025-11-09 03:00:00.000000 UTC,g2-standard-24,16,0.80590729,2.002202737
2025-11-09 03:00:00.000000 UTC,g2-standard-32,52,0.981699389,1.735737348
2025-11-09 04:00:00.000000 UTC,g2-standard-32,52,0.453481089,1.735737348
2025-11-09 04:00:00.000000 UTC,g2-standard-24,16,0.887222838,2.002202737
2025-11-09 05:00:00.000000 UTC,g2-standard-24,16,0.789666712,2.002202737
2025-11-09 05:00:00.000000 UTC,g2-standard-32,52,0.755036328,1.735737348
2025-11-09 06:00:00.000000 UTC,g2-standard-24,16,0.671211118,2.002202737
2025-11-09 06:00:00.000000 UTC,g2-standard-32,52,0.970273735,1.735737348
2025-11-09 07:00:00.000000 UTC,g2-standard-32,52,0.827554277,1.735737348
2025-11-09 07:00:00.000000 UTC,g2-standard-24,16,0.941699969,2.002202737
2025-11-09 08:00:00.000000 UTC,g2-standard-24,16,0.758342865,2.002202737
2025-11-09 08:00:00.000000 UTC,g2-standard-32,52,0.429832908,1.735737348
2025-11-09 09:00:00.000000 UTC,g2-standard-24,16,0.45665787,2.002202737
2025-11-09 09:00:00.000000 UTC,g2-standard-32,52,0.676066043,1.735737348
2025-11-09 10:00:00.000000 UTC,g2-standard-24,16,0.575832319,2.002202737
2025-11-09 10:00:00.000000 UTC,g2-standard-32,52,0.534113066,1.735737348
2025-11-09 11:00:00.000000 UTC,g2-standard-32,52,0.426744122,1.735737348
2025-11-09 11:00:00.000000 UTC,g2-standard-24,16,0.717728153,2.002202737
2025-11-09 12:00:00.000000 UTC,g2-standard-24,16,0.982927428,2.002202737
2025-11-09 12:00:00.000000 UTC,g2-standard-32,52,0.842024022,1.735737348
2025-11-09 13:00:00.000000 UTC,g2-standard-32,52,0.985275071,1.735737348
2025-11-09 13:00:00.000000 UTC,g2-standard-24,16,0.62246769,2.002202737
2025-11-09 14:00:00.000000 UTC,g2-standard-32,52,0.761515986,1.735737348
2025-11-09 14:00:00.000000 UTC,g2-standard-24,16,0.480201513,2.002202737
2025-11-09 15:00:00.000000 UTC,g2-standard-24,16,0.730050714,2.002202737
2025-11-09 15:00:00.000000 UTC,g2-standard-32,52,0.869989905,1.735737348
2025-11-09 16:00:00.000000 UTC,g2-standard-24,16,0.593027112,2.002202737
2025-11-09 16:00:00.000000 UTC,g2-standard-32,52,0.631244469,1.735737348
2025-11-09 17:00:00.000000 UTC,g2-standard-24,16,0.542905047,2.002202737
2025-11-09 17:00:00.000000 UTC,g2-standard-32,52,0.440470311,1.735737348
2025-11-09 18:00:00.000000 UTC,g2-standard-24,16,0.975453926,2.002202737
2025-11-09 18:00:00.000000 UTC,g2-standard-32,52,0.541505781,1.735737348
2025-11-09 19:00:00.000000 UTC,g2-standard-32,52,0.749738059,1.735737348
2025-11-09 19:00:00.000000 UTC,g2-standard-24,16,0.44299439,2.002202737
2025-11-09 20:00:00.000000 UTC,g2-standard-24,16,0.797125466,2.002202737
2025-11-09 20:00:00.000000 UTC,g2-standard-32,52,0.981399723,1.735737348
2025-11-09 21:00:00.000000 UTC,g2-standard-32,52,0.862455792,1.735737348
